"","x"
"1316","   Most of the tops resigned by  Personal reason   It s not  Modi fault  It s Personal fault    Please   Believe         friend "
"1317","Most of the tops resigned by  Personal reason   It s not  Modi fault  It s Personal fault    Please   Believe        "
"1318","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1319","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1320","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1321","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1322","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1323","This is turning out to be a supremely uncomfortable month for all heads of countries starting with M   May   Macron  "
"1324","   With most of  Modi s lofty economic goals still unmet   India s young workforce is turning away from the  BJP  Instead of "
"1325","   Sensex down by 500 points  All this bogus phosphologist gave conflicting Exit Polls  It has affected market sentiments  People "
"1326","   Sensex down by 500 points  All this bogus phosphologist gave conflicting Exit Polls  It has affected market sentiments  People "
"1327","But it took 4 years for them to say that   If not for  modi we would not have got him  VijayMallaya "
"1328","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1329","   Welcome to vetican city of  India    Modi govt seems to be in slumber       "
"1330"," Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1331","   Nehru  Indira Gandhi Rajiv Gandhi  Did not have this to their credit  Now  Modi has it  Congrats  First time in 70 years G "
"1332"," UrjitPatel resignation is not only concerning for citizens as per  RaghuramRajan  it also is another addition of f  "
"1333","   Congress worked for their family     But  ji is working for Indian pupils   Modi   ModiFor2019"
"1334","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1335","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1336","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1337","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1338","Congress worked for their family     But  ji is working for Indian pupils   Modi   ModiFor2019"
"1339","   Gov   Patel resigns as head of the Reserve Bank of  India  P M   Modi wants to  do what President  Kirchner did in  Argent "
"1340","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1341","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1342","   Dear Rajasthan   Tomorrow  11 Dec we r going 2 face result of assembly elections  Though  ExitPolls say Congress will "
"1343","   Another exemplary feat by  Modi  government  After the 182 metre  StatueofUnity  the  NortheastFrontierRailway  NFR  has now "
"1344","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1345","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1346"," UrjitPatel  VijayMallya  CBI  StateElectionsIndia  ModiDestroyedRBI  Modi   today is just one of the epic day in p  "
"1347","   Dear Rajasthan   Tomorrow  11 Dec we r going 2 face result of assembly elections  Though  ExitPolls say Congress will "
"1348","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1349","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1350","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1351"," VijayMallya will be used by  modi as a Pickle for this upcoming elections                          don t be fooled "
"1352","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1353","Rahuli says  Modi is thief  BUT as if tracing  Who says no  freespeech in USSR  From  Kremlin s top U can scream ag  "
"1354","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1355","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1356","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1357","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"1358","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1359","   A few years ago  before  LS2014 he  RSS  Yogi even called for Rape of muslim women and dead muslim women in graveyards  "
"1360","    And people doubted PM  Modi s war on corruption   VijayMallya should be given a chance to repay the debt n ba "
"1361","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"1362","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1363","Do we hate  modi for things he is doing  Or  Because he is patriotic  Or He is agnist corruption  Why all other par  "
"1364","   PM  Modi had announced that he would provide Electricity for All   Now that the deadline is near  amp  no work has been done  "
"1365","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1366","   Nehru  Indira Gandhi Rajiv Gandhi  Did not have this to their credit  Now  Modi has it  Congrats  First time in 70 years G "
"1367","   Gov   Patel resigns as head of the Reserve Bank of  India  P M   Modi wants to  do what President  Kirchner did in  Argent "
"1368","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1369","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1370","Reaction of  CongressParty    Pic 1   When  Malya stole money               during  Modi s rule   Pic2   When  "
"1371"," India Central Bank  RBI  Governor Urjit Patel steps down after simmering feud with  Modi government on RBI indepen  "
"1372","   It s all coming apart   the false bravado  the fake strenght  that mirage of a tight ship   crumbling  RBIGovernor  Ur "
"1373","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1374","   Another exemplary feat by  Modi  government  After the 182 metre  StatueofUnity  the  NortheastFrontierRailway  NFR  has now "
"1375","    Today  TPCC and  TPYC carried out a  protest rally at  Agartala  demanding apologies from PM  Modi for his filthy rem "
"1376","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1377","   My   sath   is with  Modi ji    Rt if your sath is with  "
"1378","   Every Congress party supporter  every one who cares for a civilised political discourse  please tell everyone you know about "
"1379","    Whole preaching for Ambani s only         even if he is a philanthropist since yrs               LW ignores   1  Owasi s dau "
"1380","   While the  Congress is gaining confidence   Modi and Shah would not have gone to the battle of the states without a strategy "
"1381","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1382","    UrjitPatel and  Congress When appointed  he was not qualified to be  RBIGovernor  Last week  they wanted him to resign  To "
"1383","   Banker Uday Kotak says  demonetisation was poorly executed   Economists  Businessmen  Bureaucrats  Bankers  amp  accomplished "
"1384","   Why India under  is a bright light in a dim  amp  volatile global economy    India s growth very solid  says  IMF C "
"1385","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1386","   While the  Congress is gaining confidence   Modi and Shah would not have gone to the battle of the states without a strategy "
"1387","  He has destroyed duplicitous family of vile Nehru for which nation shall always remain in  "
"1388","Criticizing  Modi  BJP and at the same tine wanting them to win every election is stupidity  Nifty50"
"1389","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1390","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1391","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1392","   While the  Congress is gaining confidence   Modi and Shah would not have gone to the battle of the states without a strategy "
"1393","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1394","   The  Modi government is proving itself each day to be one that cannot attract  or keep  much less inspire  talent   UrjitP "
"1395","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1396"," RBIGovernorQuits Sequence of Events   RaghuramRajan Resigns  Collusion of   amp  Paid Media cry foul   declar  "
"1397","Those who still supporting  Modi  Govt pls open ur eyes  India is in danger  amp  it also reflects on ur d  "
"1398","    UrjitPatel and  Congress When appointed  he was not qualified to be  RBIGovernor  Last week  they wanted him to resign  To "
"1399","    UrjitPatel and  Congress When appointed  he was not qualified to be  RBIGovernor  Last week  they wanted him to resign  To "
