"","x"
"1320","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1321","   Defeating BJP in elections is not our ultimate goal  Our ultimate goal is solve farmers  crisis and employment crisis  F "
"1322","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1323","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1324","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1325","    BJP on Monday accused  Congress President  RahulGandhi of personally being embroiled in corruption and said that he receiv "
"1326","    Now  will try to stall   VijayMallya  s extradition till  GenElection2019 assuring  Mallya  not 2 "
"1327"," If  loses any of 3 states Rajasthan  MP  Chhattisgarh   Then Seculars  amp  liberals will say   "
"1328","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1329","   navika manages   a breaking news coming in  BJP leads 8 seats where  RahulGandhi Put up  "
"1330","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1331","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1332","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1333","   Can any one educate me that what is forcing most senior seasoned  amp  experienced politicians from across political spectrum "
"1334","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1335","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1336","   Bhakts on switching on their TV will be lije  Results2018  ElectionResults2018  Modi  RajasthanAssemblyelection2018  Madh "
"1337","   Defeating BJP in elections is not our ultimate goal  Our ultimate goal is solve farmers  crisis and employment crisis  F "
"1338","    WATCH   In this episode of  PureDesi   finds people of  Rajasthan dismissive of  Congress president  RahulGa "
"1339","   Bhakts on switching on their TV will be lije  Results2018  ElectionResults2018  Modi  RajasthanAssemblyelection2018  Madh "
"1340","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1341","   Taking away the reserves from the RBI to save your skin to atone for the sins you have done to try  amp  fix the mismanageme "
"1342","Happy days started as  AssemblyElections2018  Congratulations  RahulGandhi"
"1343","   Lols   NarendraModi cant beat  RahulGandhi at this  "
"1344","   A lot on stake for  Congress  Here s why  AssemblyElections2018 results important for  RahulGandhi     ABPResults   MadhyaPr "
"1345","Congratulations  RahulGandhi  CongressIsWinning   Results2018"
"1346","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1347"," ElectionResults2018  bjp  congress  modi  RahulGandhi  where are u sir     lol "
"1348","    If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Co "
"1349"," If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd  "
"1350","   Jolt to  Congress as SP  BSP skip meeting of  opposition parties   RahulGandhi says  will overthrow  BJP in 2019  "
"1351","Bhakts on switching on their TV will be lije  Results2018  ElectionResults2018  Modi  RajasthanAssemblyelection2018  "
"1352","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1353","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1354","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1355"," ElectionResults2018 Looks like the slogan is  bjpmukthbharat now       bjp  CongressIsWinning  RahulGandhi  modi"
"1356","FUN FACT  Rahul Gandhi has nothing to do with INC s wins today  Most of these states had heavy anti incumbency   Results2018  RahulGandhi"
"1357","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1358","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1359","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1360","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1361","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1362","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1363","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1364","Today  exactly an year ago  was named the new  President     Results2018  Dec11WithArnab  "
"1365","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1366"," Results2018 I hate   RahulGandhi but I ll still celebrate  CorruptCongress s win bcoz   One   it ll give  "
"1367","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1368","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1369","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1370","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1371","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1372","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1373","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1374","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1375","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1376","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1377","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1378","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1379","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1380","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1381","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1382","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1383","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1384","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1385","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1386","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1387","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1388","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1389","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1390","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1391","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1392","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1393","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1394","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1395","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1396","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1397","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1398","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1399","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1400","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1401","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"1402","   Jolt to  Congress as SP  BSP skip meeting of  opposition parties   RahulGandhi says  will overthrow  BJP in 2019  "
"1403","   Defeating BJP in elections is not our ultimate goal  Our ultimate goal is solve farmers  crisis and employment crisis  F "
"1404","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1405","If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  "
"1406"," BJP will Lose  MadhyaPradeshElections2018  ChhattisgarhElections2018 because of Anti Incumbency   In  "
