"","x"
"1314","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1315","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1316","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1317","    Modi  s logic  It is called the Reserve Bank of India  so I will take their reserves  Simple "
"1318","   Banker Uday Kotak says  demonetisation was poorly executed   Economists  Businessmen  Bureaucrats  Bankers  amp  accomplished "
"1319","   The  Modi government is proving itself each day to be one that cannot attract  or keep  much less inspire  talent   UrjitP "
"1320","  you are a perfect example of blind bhakt of  modi  get a life "
"1321","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"1322","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1323","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1324","   Urjit Patel has resigned  there is a vacancy now   Modi Ji how about appointing Rakesh Asthana IPS as bew  RBI governor  If y "
"1325","   Nehru  Indira Gandhi Rajiv Gandhi  Did not have this to their credit  Now  Modi has it  Congrats  First time in 70 years G "
"1326","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1327","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1328"," RE  Will  Modi government revisit  GDP numbers       "
"1329","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1330","I am sure all Stand up comedians and Anti BJP in India have already two post for 11th december    1  If  BJP lost e  "
"1331","   Every Congress party supporter  every one who cares for a civilised political discourse  please tell everyone you know about "
"1332","    India is now trading with Japan  Russia  Iran  UAE in Indian  rupee  India is also negotiating with China  Iraq  SK  "
"1333"," SupremeCourt  supreme Women s bible site  Modi cant develop  India without revamping courts  "
"1334","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"1335","   It s all coming apart   the false bravado  the fake strenght  that mirage of a tight ship   crumbling  RBIGovernor  Ur "
"1336","Even    A Bjp Founder  amp   Very Senior Leader  horrified at  Modi s  Vidhwa  jibe at  Sonia  Gandhi        Says        "
"1337","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1338","   Banker Uday Kotak says  demonetisation was poorly executed   Economists  Businessmen  Bureaucrats  Bankers  amp  accomplished "
"1339","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1340","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1341","No one can do what  modi has done  VijayMallyaExtradition can only be done by a  lion   is the man   s  "
"1342","     Not surprising  people already get the sense   on which way  wind is blowing   If  tomorrow   El "
"1343","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1344","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1345","   Gov   Patel resigns as head of the Reserve Bank of  India  P M   Modi wants to  do what President  Kirchner did in  Argent "
"1346","   This clearly shows  Modi  amp   BJP are anti  women  amp  insults them with derogatory comments   "
"1347","    Hindu monks  large crowds call on  Modi to help build Ayodhya temple     It so happens that the  Hindus monks want to rebui "
"1348","4 Ms on today s front page of Financial Times  Macron  May  Modi  Mallya   FinancialTimes  InternationalAffairs  "
"1349","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1350","   Gov   Patel resigns as head of the Reserve Bank of  India  P M   Modi wants to  do what President  Kirchner did in  Argent "
"1351","Q  Why  they  want  Modi ouster in 2019  amp  why they hate Ajit Doval   A               "
"1352","    UrjitPatel and  Congress When appointed  he was not qualified to be  RBIGovernor  Last week  they wanted him to resign  To "
"1353","    Modi  s logic  It is called the Reserve Bank of India  so I will take their reserves  Simple "
"1354","   Banker Uday Kotak says  demonetisation was poorly executed   Economists  Businessmen  Bureaucrats  Bankers  amp  accomplished "
"1355","    Modi  s logic  It is called the Reserve Bank of India  so I will take their reserves  Simple "
"1356","    RBIGovernorQuits Sequence of Events   RaghuramRajan Resigns  Collusion of Opposition  amp  Paid Media cry foul   declares "
"1357","   Hooligans are in national capital giving teachings to repeat one more  babari episode in  Delhi and no action is taking by  Mod "
"1358","   Gov   Patel resigns as head of the Reserve Bank of  India  P M   Modi wants to  do what President  Kirchner did in  Argent "
"1359","   With most of  Modi s lofty economic goals still unmet   India s young workforce is turning away from the  BJP  Instead of "
"1360","   This clearly shows  Modi  amp   BJP are anti  women  amp  insults them with derogatory comments   "
"1361","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1362","    the  BJP has largely failed in its supposed goals to transform  India for the better  relying instead on buzzwords  fudgi "
"1363","   Jumla Man  Modi is destroying  RBI and will destroy  India     ModiDestroysRBI"
"1364","   Resignation of  UrjitPatel from the position of  RBIGovernor shows a big oppose of  Modi govt  It s really a shocking as well a "
"1365","   Banker Uday Kotak says  demonetisation was poorly executed   Economists  Businessmen  Bureaucrats  Bankers  amp  accomplished "
"1366","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1367","                                                                        Martyrs of  Mujgund gun battle  Among them is the "
"1368","Hooligans are in national capital giving teachings to repeat one more  babari episode in  Delhi and no action is ta  "
"1369","    An  elephant starting to run   With  China s  economy  slowing  all eyes turn to  India in  search of  growth "
"1370","Resignation of  UrjitPatel from the position of  RBIGovernor shows a big oppose of  Modi govt  It s really a shocki  "
"1371","Wow   what a humble speech by  ji  Modi didn t do it but common man who voted for his party like you d  "
"1372","  Yes   Waiting fr change in Article  370 n  35a Uniform civil code will be amended   illegal  "
"1373","At first  Christian Michel was extradited from Dubai   Now the UK Court extradites Liquor Baron  Vijay Mallya   Ver  "
"1374","   Gov   Patel resigns as head of the Reserve Bank of  India  P M   Modi wants to  do what President  Kirchner did in  Argent "
"1375"," India s Central bank chief   UrjitPatel resigns as  governor of the  RBI amid growing differences with the  Modi g  "
"1376"," DubaiPrincess  SheikhaLatifa  The matter has now been referred to the  UN special rapporteur on extrajudicial  sum  "
"1377","    MMS had said  Modi will prove a Disaster for the nation  The nation is silently watching Modi prove MMS right  We see "
"1378","Why not they play  song of   2m for dance   vdde log vddi baate   ji lik  "
"1379","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1380"," economists History s 1st book of its kind site  Cannot 1 party  China demonetise like  Modi  "
"1381","   So called SECULAR INDIA  Real face of india and modi   Modi  terrorists "
"1382"," Exit on Mint Street   UrjitPatel   the head of the Reserve Bank of India  resigns   via  "
"1383"," Truth never silent  Why he quit  Now Indian people don t faith in PM  Why all are seriously unhappy i  "
"1384","I dedicate  AdchiThookku to  modi for  making RBI governor to resign  UrjitPatelresigns"
"1385","How great  Secularism is under  Modi regime                           "
"1386","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"1387"," elections Knowledge empowers site  AmitShah wins UP elections  amp   Modi not him gets  credit  "
"1388","      Modi will take us till Rs 150 200 for one usa dollar  while playing games with RBI  economy "
"1389","   Gov   Patel resigns as head of the Reserve Bank of  India  P M   Modi wants to  do what President  Kirchner did in  Argent "
"1390","   Banker Uday Kotak says  demonetisation was poorly executed   Economists  Businessmen  Bureaucrats  Bankers  amp  accomplished "
"1391","    Modi  s logic  It is called the Reserve Bank of India  so I will take their reserves  Simple "
"1392","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1393","    Indian troops martyred 95 238 Kashmiris in Indian occupied Kashmir since January 1989   Modi  Shame  KashmirBleeds  lo "
"1394","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1395","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1396","    Jumla Man  Modi will destroy our country and prestigious institutions"
"1397","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1398","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1399","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1400","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1401","    Modi  s logic  It is called the Reserve Bank of India  so I will take their reserves  Simple "
"1402","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"1403","    MMS had said  Modi will prove a Disaster for the nation  The nation is silently watching Modi prove MMS right  We see "
"1404","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1405","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1406","    this is u calles isolation that America and the whole world begging  "
"1407","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1408","For  Modi in election year 2019   UP CM  Yogi is now a lose lose lose proposition  Bad optics  worse governance  an  "
"1409","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1410","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1411","   Attacking the  Modi govt for destroying several institutions of the democracy  ignoring farmers and youth unrest and reducing "
"1412","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
